variable	year	city	value
Interior furnishings & decorations	2017	Sagamihara-shi	450
Bedding	2017	Sagamihara-shi	276
Domestic utensils	2017	Sagamihara-shi	1675
Domestic non-durable goods	2017	Sagamihara-shi	2032
Domestic services	2017	Sagamihara-shi	353
Clothing & footwear	2017	Sagamihara-shi	6608
Japanese clothing	2017	Sagamihara-shi	41
Clothing	2017	Sagamihara-shi	2673
Shirts & sweaters	2017	Sagamihara-shi	1168
Underwear	2017	Sagamihara-shi	807
Cloth & thread	2017	Sagamihara-shi	167
Other clothing	2017	Sagamihara-shi	523
Footwear	2017	Sagamihara-shi	920
Services related to clothing	2017	Sagamihara-shi	308
Medical care	2017	Sagamihara-shi	11709
Medicines	2017	Sagamihara-shi	2159
Health fortification	2017	Sagamihara-shi	1947
Medical supplies & appliances	2017	Sagamihara-shi	1371
Medical services	2017	Sagamihara-shi	6232
Transportation & communication	2017	Sagamihara-shi	25303
Public transportation	2017	Sagamihara-shi	4215
Private transportation	2017	Sagamihara-shi	12978
Purchase of vehicles	2017	Sagamihara-shi	2444
Purchase of bicycles	2017	Sagamihara-shi	126
Maintenance of vehicles	2017	Sagamihara-shi	10408
Communication	2017	Sagamihara-shi	8110
Education	2017	Sagamihara-shi	4966
Culture & recreation	2017	Sagamihara-shi	24431
Recreational durable goods	2017	Sagamihara-shi	1138
Recreational goods	2017	Sagamihara-shi	4884
Books & other reading materials	2017	Sagamihara-shi	2981
Recreational services	2017	Sagamihara-shi	15427
Accommodation services	2017	Sagamihara-shi	1349
Package tours	2017	Sagamihara-shi	3102
Lesson fees	2017	Sagamihara-shi	1825
Other recreational services	2017	Sagamihara-shi	9151
Other consumption expenditures	2017	Sagamihara-shi	47075
Miscellaneous	2017	Sagamihara-shi	16300
Personal care services	2017	Sagamihara-shi	2621
Personal care goods	2017	Sagamihara-shi	3155
Personal effects	2017	Sagamihara-shi	1613
Tobacco	2017	Sagamihara-shi	1173
Other miscellaneous	2017	Sagamihara-shi	7739
Pocket money (of which, detailed uses unknown)	2017	Sagamihara-shi	4607
Social expenses	2017	Sagamihara-shi	19380
Other goods & services	2017	Sagamihara-shi	285
Money gifts	2017	Sagamihara-shi	10329
Other social expenses	2017	Sagamihara-shi	3328
Remittance	2017	Sagamihara-shi	6788
(Regrouped) Expenses for education	2017	Sagamihara-shi	6201
(Regrouped) Expenses for culture & recreation	2017	Sagamihara-shi	27513
(Regrouped) Intel exchange	2017	Sagamihara-shi	12737
(Regrouped) Expense (except housing)	2017	Sagamihara-shi	178467
(Regrouped) Sum of Goods & Services 1)	2017	Sagamihara-shi	194381
Goods (commodities)	2017	Sagamihara-shi	107364
Durable goods	2017	Sagamihara-shi	9294
Semi-durable goods	2017	Sagamihara-shi	15634
Non-durable goods	2017	Sagamihara-shi	82437
Services	2017	Sagamihara-shi	87017
Expenditures in kind	2017	Sagamihara-shi	2511
Homemade	2017	Sagamihara-shi	92
Engel's coefficient (%)	2017	Sagamihara-shi	25.4
Distribution of households	2017	Hamamatsu-shi	69
Num. of tabulated households	2017	Hamamatsu-shi	97
Num. of persons per household (persons)	2017	Hamamatsu-shi	2.26
Num. of earners per household (persons)	2017	Hamamatsu-shi	1.03
Age of household heads (years old)	2017	Hamamatsu-shi	60.4
Rate of owned dwellings (%)	2017	Hamamatsu-shi	80.4
Rate of rented dwellings & land (%)	2017	Hamamatsu-shi	17.9
Consumption expenditures	2017	Hamamatsu-shi	227738
Food	2017	Hamamatsu-shi	58368
Cereals	2017	Hamamatsu-shi	4745
Rice	2017	Hamamatsu-shi	1657
Bread	2017	Hamamatsu-shi	1842
Noodles	2017	Hamamatsu-shi	946
Other cereals	2017	Hamamatsu-shi	300
Fish & shellfish	2017	Hamamatsu-shi	4466
Raw fish & shellfish	2017	Hamamatsu-shi	2576
Salted & dried fish	2017	Hamamatsu-shi	762
Fish-paste products	2017	Hamamatsu-shi	455
Other processed fish	2017	Hamamatsu-shi	674
Meat	2017	Hamamatsu-shi	4484
Raw meat	2017	Hamamatsu-shi	3455
Processed meat	2017	Hamamatsu-shi	1029
Dairy products & eggs	2017	Hamamatsu-shi	2922
Fresh milk	2017	Hamamatsu-shi	1033
Dairy products	2017	Hamamatsu-shi	1343
Eggs	2017	Hamamatsu-shi	546
Vegetables & seaweeds	2017	Hamamatsu-shi	6605
Fresh vegetables	2017	Hamamatsu-shi	4339
Dried vegetables & seaweeds	2017	Hamamatsu-shi	533
Soybean products	2017	Hamamatsu-shi	885
Other processed vegetables & seaweeds	2017	Hamamatsu-shi	848
Fruits	2017	Hamamatsu-shi	2065
Fresh fruits	2017	Hamamatsu-shi	1887
Processed fruits	2017	Hamamatsu-shi	178
Oils, fats & seasonings	2017	Hamamatsu-shi	2659
Oils & fats	2017	Hamamatsu-shi	281
Seasonings	2017	Hamamatsu-shi	2378
Cakes & candies	2017	Hamamatsu-shi	4513
Cooked food	2017	Hamamatsu-shi	8391
Cooked food with rice, bread or noodles	2017	Hamamatsu-shi	3529
Other cooked food	2017	Hamamatsu-shi	4862
Beverages	2017	Hamamatsu-shi	3475
Tea	2017	Hamamatsu-shi	928
Coffee & cocoa	2017	Hamamatsu-shi	608
Other beverages	2017	Hamamatsu-shi	1939
Alcoholic beverages	2017	Hamamatsu-shi	1879
Meals outside the home	2017	Hamamatsu-shi	12163
Eating out	2017	Hamamatsu-shi	11483
School lunch	2017	Hamamatsu-shi	681
Charges for board	2017	Hamamatsu-shi	0
Housing	2017	Hamamatsu-shi	14255
Rents for dwelling & land	2017	Hamamatsu-shi	9831
Repairs & maintenance	2017	Hamamatsu-shi	4424
Tools & materials for repairs & maintenance	2017	Hamamatsu-shi	872
Service charges for repairs & maintenance	2017	Hamamatsu-shi	3552
Fuel, light & water charges	2017	Hamamatsu-shi	16671
Electricity	2017	Hamamatsu-shi	8070
Gas	2017	Hamamatsu-shi	4254
Other fuel & light	2017	Hamamatsu-shi	450
Water & sewerage charges	2017	Hamamatsu-shi	3897
Furniture & household utensils	2017	Hamamatsu-shi	8145
Household durable goods	2017	Hamamatsu-shi	2501
Durable goods assisting housework	2017	Hamamatsu-shi	1124
Heating & cooling appliances	2017	Hamamatsu-shi	873
General furniture	2017	Hamamatsu-shi	504
Interior furnishings & decorations	2017	Hamamatsu-shi	598
Bedding	2017	Hamamatsu-shi	787
Domestic utensils	2017	Hamamatsu-shi	1766
Domestic non-durable goods	2017	Hamamatsu-shi	2158
Domestic services	2017	Hamamatsu-shi	335
Clothing & footwear	2017	Hamamatsu-shi	8140
Japanese clothing	2017	Hamamatsu-shi	19
Clothing	2017	Hamamatsu-shi	3011
Shirts & sweaters	2017	Hamamatsu-shi	1893
Underwear	2017	Hamamatsu-shi	895
Cloth & thread	2017	Hamamatsu-shi	78
Other clothing	2017	Hamamatsu-shi	613
Footwear	2017	Hamamatsu-shi	1283
Services related to clothing	2017	Hamamatsu-shi	349
Medical care	2017	Hamamatsu-shi	9906
Medicines	2017	Hamamatsu-shi	2263
Health fortification	2017	Hamamatsu-shi	1133
Medical supplies & appliances	2017	Hamamatsu-shi	1721
Medical services	2017	Hamamatsu-shi	4789
Transportation & communication	2017	Hamamatsu-shi	40734
Public transportation	2017	Hamamatsu-shi	4306
Private transportation	2017	Hamamatsu-shi	26357
Purchase of vehicles	2017	Hamamatsu-shi	10732
Purchase of bicycles	2017	Hamamatsu-shi	264
Maintenance of vehicles	2017	Hamamatsu-shi	15361
Communication	2017	Hamamatsu-shi	10071
Education	2017	Hamamatsu-shi	6030
Culture & recreation	2017	Hamamatsu-shi	22064
Recreational durable goods	2017	Hamamatsu-shi	835
Recreational goods	2017	Hamamatsu-shi	5440
Books & other reading materials	2017	Hamamatsu-shi	2938
Recreational services	2017	Hamamatsu-shi	12851
Accommodation services	2017	Hamamatsu-shi	1133
Package tours	2017	Hamamatsu-shi	3096
Lesson fees	2017	Hamamatsu-shi	2393
Other recreational services	2017	Hamamatsu-shi	6229
Other consumption expenditures	2017	Hamamatsu-shi	43424
Miscellaneous	2017	Hamamatsu-shi	17626
Personal care services	2017	Hamamatsu-shi	2221
Personal care goods	2017	Hamamatsu-shi	3940
Personal effects	2017	Hamamatsu-shi	1003
Tobacco	2017	Hamamatsu-shi	867
Other miscellaneous	2017	Hamamatsu-shi	9595
Pocket money (of which, detailed uses unknown)	2017	Hamamatsu-shi	5110
Social expenses	2017	Hamamatsu-shi	15548
Other goods & services	2017	Hamamatsu-shi	246
Money gifts	2017	Hamamatsu-shi	7616
Other social expenses	2017	Hamamatsu-shi	1392
Remittance	2017	Hamamatsu-shi	5140
(Regrouped) Expenses for education	2017	Hamamatsu-shi	10213
(Regrouped) Expenses for culture & recreation	2017	Hamamatsu-shi	25339
(Regrouped) Intel exchange	2017	Hamamatsu-shi	12374
(Regrouped) Expense (except housing)	2017	Hamamatsu-shi	189994
(Regrouped) Sum of Goods & Services 1)	2017	Hamamatsu-shi	208479
Goods (commodities)	2017	Hamamatsu-shi	121468
Durable goods	2017	Hamamatsu-shi	17092
Semi-durable goods	2017	Hamamatsu-shi	17815
Non-durable goods	2017	Hamamatsu-shi	86561
Services	2017	Hamamatsu-shi	87011
Expenditures in kind	2017	Hamamatsu-shi	4585
Homemade	2017	Hamamatsu-shi	313
Engel's coefficient (%)	2017	Hamamatsu-shi	25.6
Distribution of households	2017	Sakai-shi	91
Num. of tabulated households	2017	Sakai-shi	99
Num. of persons per household (persons)	2017	Sakai-shi	1.98
Num. of earners per household (persons)	2017	Sakai-shi	0.74
Age of household heads (years old)	2017	Sakai-shi	65.6
Rate of owned dwellings (%)	2017	Sakai-shi	88.4
Rate of rented dwellings & land (%)	2017	Sakai-shi	9.7
Consumption expenditures	2017	Sakai-shi	231154
Food	2017	Sakai-shi	56059
Cereals	2017	Sakai-shi	4802
Rice	2017	Sakai-shi	1478
Bread	2017	Sakai-shi	2085
Noodles	2017	Sakai-shi	929
Other cereals	2017	Sakai-shi	311
Fish & shellfish	2017	Sakai-shi	4482
Raw fish & shellfish	2017	Sakai-shi	2573
Salted & dried fish	2017	Sakai-shi	803
Fish-paste products	2017	Sakai-shi	530
Other processed fish	2017	Sakai-shi	576
Meat	2017	Sakai-shi	5447
Raw meat	2017	Sakai-shi	4562
Processed meat	2017	Sakai-shi	886
Dairy products & eggs	2017	Sakai-shi	3080
Fresh milk	2017	Sakai-shi	1011
Dairy products	2017	Sakai-shi	1392
Eggs	2017	Sakai-shi	677
Vegetables & seaweeds	2017	Sakai-shi	6713
Fresh vegetables	2017	Sakai-shi	4593
Dried vegetables & seaweeds	2017	Sakai-shi	470
Soybean products	2017	Sakai-shi	821
Other processed vegetables & seaweeds	2017	Sakai-shi	828
Fruits	2017	Sakai-shi	2320
Fresh fruits	2017	Sakai-shi	2117
Processed fruits	2017	Sakai-shi	204
Oils, fats & seasonings	2017	Sakai-shi	2710
Oils & fats	2017	Sakai-shi	260
Seasonings	2017	Sakai-shi	2449
Cakes & candies	2017	Sakai-shi	4047
Cooked food	2017	Sakai-shi	7707
Cooked food with rice, bread or noodles	2017	Sakai-shi	3126
Other cooked food	2017	Sakai-shi	4581
Beverages	2017	Sakai-shi	2989
Tea	2017	Sakai-shi	808
Coffee & cocoa	2017	Sakai-shi	782
Other beverages	2017	Sakai-shi	1399
Alcoholic beverages	2017	Sakai-shi	2098
Meals outside the home	2017	Sakai-shi	9664
Eating out	2017	Sakai-shi	9373
School lunch	2017	Sakai-shi	291
Charges for board	2017	Sakai-shi	0
Housing	2017	Sakai-shi	15979
Rents for dwelling & land	2017	Sakai-shi	5747
Repairs & maintenance	2017	Sakai-shi	10232
Tools & materials for repairs & maintenance	2017	Sakai-shi	2776
Service charges for repairs & maintenance	2017	Sakai-shi	7456
Fuel, light & water charges	2017	Sakai-shi	17323
Electricity	2017	Sakai-shi	8587
Gas	2017	Sakai-shi	4338
Other fuel & light	2017	Sakai-shi	287
Water & sewerage charges	2017	Sakai-shi	4110
Furniture & household utensils	2017	Sakai-shi	7434
Household durable goods	2017	Sakai-shi	2315
Durable goods assisting housework	2017	Sakai-shi	1189
Heating & cooling appliances	2017	Sakai-shi	983
General furniture	2017	Sakai-shi	143
Interior furnishings & decorations	2017	Sakai-shi	718
Bedding	2017	Sakai-shi	524
Domestic utensils	2017	Sakai-shi	1440
Domestic non-durable goods	2017	Sakai-shi	2042
Domestic services	2017	Sakai-shi	396
Clothing & footwear	2017	Sakai-shi	7508
Japanese clothing	2017	Sakai-shi	23
Clothing	2017	Sakai-shi	2805
Shirts & sweaters	2017	Sakai-shi	1599
Underwear	2017	Sakai-shi	898
Cloth & thread	2017	Sakai-shi	167
Other clothing	2017	Sakai-shi	625
Footwear	2017	Sakai-shi	1038
Services related to clothing	2017	Sakai-shi	353
Medical care	2017	Sakai-shi	9987
Medicines	2017	Sakai-shi	1816
Health fortification	2017	Sakai-shi	1393
Medical supplies & appliances	2017	Sakai-shi	1249
Medical services	2017	Sakai-shi	5530
Transportation & communication	2017	Sakai-shi	28189
Public transportation	2017	Sakai-shi	4843
Private transportation	2017	Sakai-shi	13828
Purchase of vehicles	2017	Sakai-shi	3894
Purchase of bicycles	2017	Sakai-shi	129
Maintenance of vehicles	2017	Sakai-shi	9805
Communication	2017	Sakai-shi	9517
Education	2017	Sakai-shi	11026
Culture & recreation	2017	Sakai-shi	31247
Recreational durable goods	2017	Sakai-shi	1373
Recreational goods	2017	Sakai-shi	9708
Books & other reading materials	2017	Sakai-shi	3712
Recreational services	2017	Sakai-shi	16454
Accommodation services	2017	Sakai-shi	1896
Package tours	2017	Sakai-shi	4069
Lesson fees	2017	Sakai-shi	1813
Other recreational services	2017	Sakai-shi	8677
Other consumption expenditures	2017	Sakai-shi	46403
Miscellaneous	2017	Sakai-shi	19046
Personal care services	2017	Sakai-shi	2689
Personal care goods	2017	Sakai-shi	3272
Personal effects	2017	Sakai-shi	872
Tobacco	2017	Sakai-shi	844
Other miscellaneous	2017	Sakai-shi	11369
Pocket money (of which, detailed uses unknown)	2017	Sakai-shi	6291
Social expenses	2017	Sakai-shi	18889
Other goods & services	2017	Sakai-shi	423
Money gifts	2017	Sakai-shi	10698
Other social expenses	2017	Sakai-shi	1043
Remittance	2017	Sakai-shi	2178
(Regrouped) Expenses for education	2017	Sakai-shi	13244
(Regrouped) Expenses for culture & recreation	2017	Sakai-shi	34453
(Regrouped) Intel exchange	2017	Sakai-shi	13378
(Regrouped) Expense (except housing)	2017	Sakai-shi	198405
(Regrouped) Sum of Goods & Services 1)	2017	Sakai-shi	210945
Goods (commodities)	2017	Sakai-shi	116749
Durable goods	2017	Sakai-shi	11569
Semi-durable goods	2017	Sakai-shi	20059
Non-durable goods	2017	Sakai-shi	85122
Services	2017	Sakai-shi	94196
Expenditures in kind	2017	Sakai-shi	2376
Homemade	2017	Sakai-shi	131
Engel's coefficient (%)	2017	Sakai-shi	24.3
Distribution of households	2017	Kitakyushu-shi	81
Num. of tabulated households	2017	Kitakyushu-shi	98
Num. of persons per household (persons)	2017	Kitakyushu-shi	2.2
Num. of earners per household (persons)	2017	Kitakyushu-shi	0.79
Age of household heads (years old)	2017	Kitakyushu-shi	65.1
Rate of owned dwellings (%)	2017	Kitakyushu-shi	82.2
Rate of rented dwellings & land (%)	2017	Kitakyushu-shi	17.3
Consumption expenditures	2017	Kitakyushu-shi	223261
Food	2017	Kitakyushu-shi	57062
Cereals	2017	Kitakyushu-shi	4867
Rice	2017	Kitakyushu-shi	1597
Bread	2017	Kitakyushu-shi	1973
Noodles	2017	Kitakyushu-shi	959
Other cereals	2017	Kitakyushu-shi	338
Fish & shellfish	2017	Kitakyushu-shi	5133
Raw fish & shellfish	2017	Kitakyushu-shi	3184
Salted & dried fish	2017	Kitakyushu-shi	878
Fish-paste products	2017	Kitakyushu-shi	603
Other processed fish	2017	Kitakyushu-shi	468
Meat	2017	Kitakyushu-shi	5929
Raw meat	2017	Kitakyushu-shi	4984
Processed meat	2017	Kitakyushu-shi	945
Dairy products & eggs	2017	Kitakyushu-shi	2794
Fresh milk	2017	Kitakyushu-shi	908
Dairy products	2017	Kitakyushu-shi	1199
Eggs	2017	Kitakyushu-shi	686
Vegetables & seaweeds	2017	Kitakyushu-shi	7373
Fresh vegetables	2017	Kitakyushu-shi	5060
Dried vegetables & seaweeds	2017	Kitakyushu-shi	665
Soybean products	2017	Kitakyushu-shi	878
Other processed vegetables & seaweeds	2017	Kitakyushu-shi	770
Fruits	2017	Kitakyushu-shi	2690
Fresh fruits	2017	Kitakyushu-shi	2482
Processed fruits	2017	Kitakyushu-shi	208
Oils, fats & seasonings	2017	Kitakyushu-shi	2780
Oils & fats	2017	Kitakyushu-shi	339
Seasonings	2017	Kitakyushu-shi	2441
Cakes & candies	2017	Kitakyushu-shi	4313
Cooked food	2017	Kitakyushu-shi	7162
Cooked food with rice, bread or noodles	2017	Kitakyushu-shi	3206
Other cooked food	2017	Kitakyushu-shi	3957
Beverages	2017	Kitakyushu-shi	3354
Tea	2017	Kitakyushu-shi	939
Coffee & cocoa	2017	Kitakyushu-shi	662
Other beverages	2017	Kitakyushu-shi	1753
Alcoholic beverages	2017	Kitakyushu-shi	2198
Meals outside the home	2017	Kitakyushu-shi	8470
Eating out	2017	Kitakyushu-shi	7985
School lunch	2017	Kitakyushu-shi	484
Charges for board	2017	Kitakyushu-shi	0
Housing	2017	Kitakyushu-shi	11584
Rents for dwelling & land	2017	Kitakyushu-shi	6856
Repairs & maintenance	2017	Kitakyushu-shi	4728
Tools & materials for repairs & maintenance	2017	Kitakyushu-shi	1797
Service charges for repairs & maintenance	2017	Kitakyushu-shi	2931
Fuel, light & water charges	2017	Kitakyushu-shi	16471
Electricity	2017	Kitakyushu-shi	8253
Gas	2017	Kitakyushu-shi	4162
Other fuel & light	2017	Kitakyushu-shi	445
Water & sewerage charges	2017	Kitakyushu-shi	3611
Furniture & household utensils	2017	Kitakyushu-shi	10516
Household durable goods	2017	Kitakyushu-shi	3550
Durable goods assisting housework	2017	Kitakyushu-shi	1183
Heating & cooling appliances	2017	Kitakyushu-shi	689
General furniture	2017	Kitakyushu-shi	1679
Interior furnishings & decorations	2017	Kitakyushu-shi	533
Bedding	2017	Kitakyushu-shi	1619
Domestic utensils	2017	Kitakyushu-shi	1775
Domestic non-durable goods	2017	Kitakyushu-shi	2388
Domestic services	2017	Kitakyushu-shi	651
Clothing & footwear	2017	Kitakyushu-shi	9453
Japanese clothing	2017	Kitakyushu-shi	5
Clothing	2017	Kitakyushu-shi	3679
Shirts & sweaters	2017	Kitakyushu-shi	2227
Underwear	2017	Kitakyushu-shi	886
Cloth & thread	2017	Kitakyushu-shi	101
Other clothing	2017	Kitakyushu-shi	658
Footwear	2017	Kitakyushu-shi	1354
Services related to clothing	2017	Kitakyushu-shi	541
Medical care	2017	Kitakyushu-shi	12462
Medicines	2017	Kitakyushu-shi	2493
Health fortification	2017	Kitakyushu-shi	1075
Medical supplies & appliances	2017	Kitakyushu-shi	1745
Medical services	2017	Kitakyushu-shi	7149
Transportation & communication	2017	Kitakyushu-shi	31736
Public transportation	2017	Kitakyushu-shi	3948
Private transportation	2017	Kitakyushu-shi	18053
Purchase of vehicles	2017	Kitakyushu-shi	7075
Purchase of bicycles	2017	Kitakyushu-shi	61
Maintenance of vehicles	2017	Kitakyushu-shi	10917
Communication	2017	Kitakyushu-shi	9735
Education	2017	Kitakyushu-shi	4996
Culture & recreation	2017	Kitakyushu-shi	20398
Recreational durable goods	2017	Kitakyushu-shi	1107
Recreational goods	2017	Kitakyushu-shi	4390
Books & other reading materials	2017	Kitakyushu-shi	2726
Recreational services	2017	Kitakyushu-shi	12175
Accommodation services	2017	Kitakyushu-shi	1163
Package tours	2017	Kitakyushu-shi	3752
Lesson fees	2017	Kitakyushu-shi	1568
Other recreational services	2017	Kitakyushu-shi	5692
Other consumption expenditures	2017	Kitakyushu-shi	48582
Miscellaneous	2017	Kitakyushu-shi	20139
Personal care services	2017	Kitakyushu-shi	2759
Personal care goods	2017	Kitakyushu-shi	3884
Personal effects	2017	Kitakyushu-shi	1118
Tobacco	2017	Kitakyushu-shi	745
Other miscellaneous	2017	Kitakyushu-shi	11633
Pocket money (of which, detailed uses unknown)	2017	Kitakyushu-shi	4855
Social expenses	2017	Kitakyushu-shi	18559
Other goods & services	2017	Kitakyushu-shi	446
Money gifts	2017	Kitakyushu-shi	9219
Other social expenses	2017	Kitakyushu-shi	2196
Remittance	2017	Kitakyushu-shi	5028
(Regrouped) Expenses for education	2017	Kitakyushu-shi	11061
(Regrouped) Expenses for culture & recreation	2017	Kitakyushu-shi	23369
(Regrouped) Intel exchange	2017	Kitakyushu-shi	12642
(Regrouped) Expense (except housing)	2017	Kitakyushu-shi	190354
(Regrouped) Sum of Goods & Services 1)	2017	Kitakyushu-shi	201963
Goods (commodities)	2017	Kitakyushu-shi	121583
Durable goods	2017	Kitakyushu-shi	15252
Semi-durable goods	2017	Kitakyushu-shi	18510
Non-durable goods	2017	Kitakyushu-shi	87821
Services	2017	Kitakyushu-shi	80380
Expenditures in kind	2017	Kitakyushu-shi	3990
Homemade	2017	Kitakyushu-shi	154
Engel's coefficient (%)	2017	Kitakyushu-shi	25.6
Distribution of households	2018	Sapporo-shi	163
Num. of tabulated households	2018	Sapporo-shi	108
Num. of persons per household (persons)	2018	Sapporo-shi	2.29
Num. of earners per household (persons)	2018	Sapporo-shi	0.99
Age of household heads (years old)	2018	Sapporo-shi	59.1
Rate of owned dwellings (%)	2018	Sapporo-shi	66
